age,income,insurance,invested,em1,em2,em3,converted
43.5,2060.1,5964.99,3223.45,1,0,1,0
39.3,4461.8,127984.1,9563.18,1,0,0,1
37.6,8253.29,1941.05,18925.53,1,0,0,1
40.0,4918.37,189.84,7938.07,0,0,0,0
43.7,1427.0900000000001,19871.74,1924.05,1,0,1,0
39.7,891.55,79997.26,255.75,1,0,0,0
37.9,1052.69,37249.77,1644.61,0,0,0,0
44.1,9706.11,148295.18,17553.41,0,0,1,0
46.4,1485.95,4652.39,5120.38,0,0,1,1
42.4,11583.14,36250.04,11311.59,0,0,0,0
49.4,1837.9,315.26,5473.31,0,0,1,1
47.3,625.6800000000001,13658.37,1323.54,1,0,1,0
36.1,3890.78,2703.65,3428.29,0,0,0,0
39.6,3627.1,22828.89,6741.16,0,0,0,0
43.1,1504.81,57186.05,2066.7,1,0,1,1
37.8,5002.93,5042.42,5714.08,0,0,0,0
46.9,637.79,832.86,2381.87,0,0,1,0
36.8,642.64,2477.43,689.71,1,0,0,0
39.8,3472.97,769.9,2754.55,0,0,0,0
35.1,1494.94,21949.79,2746.28,0,0,0,0
44.9,1854.4,271.44,3435.24,0,0,1,1
40.1,4526.8,18509.51,8338.83,0,0,1,1
42.9,3802.36,19817.19,11679.95,0,0,1,0
40.1,7107.32,20866.38,9467.39,0,0,1,0
38.4,9879.17,47744.67,44962.81,0,1,0,1
40.1,10283.44,7067.39,26115.16,0,0,0,0
37.0,2896.42,21011.59,4846.66,1,0,0,1
47.2,973.72,146956.23,1635.03,1,0,1,0
40.0,2761.5,1392.67,4664.4,0,0,0,0
39.0,3572.06,15251.47,3418.99,1,0,0,1
41.3,3844.2,34364.1,9574.91,0,0,1,1
42.3,595.62,22191.4,805.62,0,0,1,0
41.9,1495.19,86342.06,2992.59,0,0,1,0
39.8,1922.38,62588.27,4283.64,1,0,0,0
41.3,9306.41,2026.04,13485.68,0,0,0,0
45.8,1539.45,1781.46,3669.2,1,0,1,0
42.8,791.19,2965.54,3880.02,0,0,1,0
45.8,2181.0299999999997,14570.77,3353.25,0,0,1,1
34.6,1654.34,50302.71,3553.81,0,0,0,0
47.3,11405.52,59.2,39859.93,0,0,1,1
35.5,10316.76,2614.84,29180.29,0,0,0,0
41.5,2214.33,16123.0,1161.17,1,0,1,0
39.1,3295.28,10410.37,4844.63,0,0,0,0
47.5,3665.42,143434.98,8896.31,0,0,1,0
47.2,14787.14,46340.8,38855.04,0,1,0,0
48.7,4050.94,8182.87,10523.03,0,0,1,0
42.1,10374.03,2161.39,10759.86,0,0,1,0
42.9,570.2,46534.29,984.05,1,0,1,0
40.8,1922.34,17559.86,1213.72,1,0,1,0
38.7,10567.13,14618.23,18461.73,0,0,0,0
41.7,4776.51,4313.33,14258.18,0,0,0,0
33.4,2809.8,27848.12,2907.79,0,0,0,0
47.5,18746.44,31951.74,46257.69,0,0,1,1
39.4,4287.73,84396.26,14299.17,0,0,0,0
45.2,1809.3,5222.95,2724.82,0,0,1,0
42.1,1630.74,17175.6,1797.75,0,0,1,0
42.8,5986.61,27231.29,9254.51,0,0,0,0
41.9,1905.81,6139.49,4477.49,1,0,1,0
35.0,3925.65,56619.42,6647.85,0,0,0,0
43.1,13650.06,124105.12,18931.32,0,0,0,0
47.2,3215.89,9745.81,7386.74,1,0,1,1
38.1,596.52,1997.55,1127.55,1,0,0,0
36.0,4021.01,22460.54,9246.47,0,0,0,1
43.8,16390.239999999998,141271.41,13523.84,0,0,1,0
41.0,1951.22,23527.33,4244.15,0,0,1,1
36.9,4528.030000000001,64443.24,8028.61,0,0,0,0
36.5,2491.77,4632.66,4407.73,0,0,0,0
44.2,16810.21,9070.3,30288.21,0,1,1,0
44.2,2582.77,321.07,2703.6,0,0,1,1
44.2,11265.69,387.22,39184.02,0,0,0,0
42.0,2235.24,81708.37,2779.29,1,0,1,0
46.0,1875.37,25182.82,4943.02,0,0,1,1
41.2,2884.08,14232.13,2734.03,0,0,1,1
40.4,1196.56,33018.7,1185.1,1,0,1,0
38.8,2437.76,3284.71,4952.38,0,0,0,0
44.9,2333.79,695.15,13203.31,0,0,1,0
39.6,4791.44,1449.44,16661.41,0,0,0,0
42.5,6665.95,70508.65,14103.76,0,0,1,0
36.6,4444.219999999999,16731.0,12522.62,0,0,0,1
52.6,538.01,62820.08,526.76,1,0,1,0
40.8,8133.74,50035.19,7325.16,0,0,1,0
40.9,1338.12,3531.7,2942.3,0,0,1,1
44.7,617.88,97129.43,2139.98,1,0,1,0
34.3,2819.22,6611.9,3136.06,0,0,0,0
34.5,4085.98,5532.75,9069.84,0,0,0,0
40.9,2039.23,36498.56,5043.11,1,0,1,0
44.3,5660.2,21756.26,8267.14,1,0,1,0
37.8,1205.3400000000001,44307.33,1034.19,1,0,0,0
47.4,5181.38,3705.22,12118.94,0,0,1,1
46.7,3286.25,11141.21,5317.09,0,1,1,0
45.1,7754.67,69359.27,20071.98,0,0,1,0
38.3,2189.59,264.57,9084.42,0,0,0,0
38.5,2797.07,7226.34,4672.98,0,0,0,1
44.8,9952.87,8993.18,22969.84,0,0,1,0
48.2,1155.52,41638.58,4633.66,0,0,1,0
38.4,575.2,6940.86,2324.13,1,0,0,0
39.5,2013.65,18807.8,2107.44,0,0,0,0
39.5,862.1800000000001,66165.38,900.91,0,0,0,0
34.8,1287.28,22543.84,1764.22,1,0,0,1
42.1,1112.0,28341.87,2581.84,0,0,1,0
44.3,2621.92,35647.62,3524.35,0,0,1,1
46.1,1247.37,20722.32,2194.78,1,0,1,0
37.2,5803.93,24036.35,4520.46,0,0,0,0
36.6,3929.71,34841.45,6904.05,0,0,0,0
41.8,3937.39,2306.49,7716.75,0,0,1,0
45.3,12429.37,214620.28,10919.47,0,0,0,0
34.5,19724.89,4864.45,9684.69,0,0,0,0
39.1,3573.91,106182.65,6552.6,1,0,0,1
51.2,5401.17,4386.0,12347.1,0,0,1,0
40.1,4277.46,33257.7,10508.71,0,0,1,0
38.8,7652.32,5269.28,39626.68,0,0,0,0
42.2,3634.47,58257.45,3745.36,0,0,1,0
44.7,10065.14,53522.52,19060.39,0,0,1,0
45.5,2704.31,668.1,11358.71,0,0,1,0
46.9,996.3299999999999,17341.56,2656.11,1,0,1,1
38.8,6288.64,62687.04,3071.27,0,0,0,0
44.4,1053.6599999999999,12706.43,4649.31,1,0,1,0
37.7,2356.8900000000003,1259.48,2976.34,1,0,0,1
50.7,2568.18,697.55,11074.76,1,0,1,1
48.3,12554.56,3669.24,25025.98,0,0,1,0
42.8,700.24,753.57,523.05,0,0,1,1
47.1,2478.55,232.84,4146.62,0,0,1,0
42.8,2738.58,1601.62,7343.19,0,0,1,0
41.7,2362.33,22793.15,3414.73,0,0,1,0
43.7,1081.23,3828.65,1814.47,0,0,1,0
36.9,3444.5,117564.0,3730.82,0,0,0,1
39.2,1111.76,2401.84,2820.06,0,0,0,1
41.4,3414.27,13018.49,3352.89,0,0,1,0
41.8,11804.99,33836.81,22000.54,0,0,1,0
41.4,3302.63,9871.28,3710.65,0,0,1,0
39.8,1452.2,20474.22,2531.47,0,0,0,0
41.2,1197.6100000000001,59934.4,901.37,0,0,1,0
49.3,770.4300000000001,83215.13,1508.46,0,0,1,1
39.4,3497.61,10880.07,6951.69,0,0,0,0
39.5,2270.96,6690.02,2877.39,0,0,0,0
42.0,715.53,60589.15,1739.19,1,0,1,1
44.0,4179.2,48335.97,1216.53,0,0,1,0
44.4,4987.46,809.41,6919.04,0,0,1,0
42.0,4674.9,655.37,14448.46,0,0,1,0
41.1,8902.71,21318.44,18716.8,0,0,1,0
38.9,4193.6,10320.18,2753.86,0,0,0,0
41.3,15742.83,12108.92,61607.1,0,0,1,0
41.8,8167.26,33103.94,4788.33,0,0,1,0
41.6,2858.94,16458.73,6758.22,0,0,1,0
43.6,2365.73,33242.04,6346.3,0,0,1,0
37.9,3890.19,20846.62,6021.15,1,0,0,0
40.0,14226.46,13699.17,21488.54,0,0,0,0
52.3,2003.42,48612.57,2916.53,0,0,1,0
46.2,759.98,91571.53,1518.44,1,0,1,0
36.8,2266.09,587.06,6633.73,0,0,0,1
35.8,12798.31,32301.94,12560.5,1,0,0,0
45.2,2280.7799999999997,10298.22,6185.02,0,0,1,1
46.5,9058.8,41496.46,25460.57,0,1,0,0
38.7,1048.4099999999999,1631.27,1192.87,0,0,0,0
45.2,1770.6,28771.53,6112.38,1,0,1,1
44.1,1079.98,363.64,2657.05,1,0,1,1
43.8,2863.31,50024.13,8421.82,0,0,1,0
41.9,1005.36,20960.96,3692.28,1,0,1,0
44.9,3142.29,43372.46,2692.6,0,0,0,0
44.6,933.87,115.77,1353.15,1,0,1,0
33.8,6746.6,1580.76,7962.32,0,1,0,1
46.6,9333.49,30433.2,27066.24,0,0,1,0
41.8,1601.44,12513.44,8530.79,0,0,1,0
46.8,19133.59,35057.69,60695.27,0,0,0,0
38.7,1572.49,4462.87,1965.99,0,0,0,0
38.4,8453.529999999999,82173.05,10869.61,0,0,0,0
39.6,6199.46,8278.89,19260.56,0,0,0,0
43.7,4291.780000000001,37327.66,4357.66,0,0,1,0
39.9,3509.17,93185.45,12082.49,0,0,0,0
37.7,5452.33,48316.48,6980.71,0,0,0,1
37.1,7610.16,65605.78,25564.71,0,0,0,1
42.3,10314.04,9129.39,8667.17,0,0,1,1
49.2,2567.69,22798.0,4473.84,1,0,1,0
45.3,6550.83,5003.92,25134.41,0,1,1,0
41.1,4095.06,53718.9,11492.86,0,0,1,0
52.5,7885.81,7587.22,17589.28,0,0,1,0
45.8,4820.87,16859.73,13260.32,0,0,0,0
37.5,3364.12,104325.72,8487.73,0,0,0,0
42.5,1033.95,32938.91,1722.92,1,0,1,0
42.6,715.79,54778.49,980.33,1,0,1,0
38.1,1059.5700000000002,7966.57,4567.56,0,0,0,0
45.7,913.89,71142.36,1341.75,1,0,1,0
43.4,1674.61,63156.36,2598.42,1,0,1,0
41.3,8122.78,13150.3,10231.42,0,0,1,0
39.3,748.73,35871.09,2305.15,1,0,0,0
38.0,6690.98,44147.88,12488.25,1,0,0,0
44.5,4096.59,762.48,7452.96,1,0,1,1
41.1,8660.76,7518.91,11006.86,0,0,1,0
44.8,2656.9,54304.8,2347.38,0,0,1,1
43.8,593.9,7773.65,1144.27,0,0,1,0
37.0,2434.41,16597.89,4403.75,0,0,0,0
34.2,6124.13,52506.77,13157.55,0,0,0,0
37.9,1211.6100000000001,16853.45,2030.19,1,0,0,0
39.7,1658.68,36047.26,3794.57,0,0,0,0
48.9,6916.32,5273.01,11017.81,0,0,0,0
47.7,8555.77,72832.84,35554.1,0,0,0,0
46.7,1886.73,22779.14,2593.58,1,0,1,1
46.0,6451.83,15166.54,6956.77,0,0,1,0
39.7,2046.08,46102.36,2879.2,0,0,0,0
49.8,11776.92,24172.92,36855.34,0,1,0,1
47.3,4724.42,4229.88,9162.75,0,0,1,0
40.8,2746.14,46771.15,3169.4,0,0,1,0
41.9,9093.97,11628.66,23147.85,0,0,0,0
43.4,3035.83,51380.36,5999.72,0,0,1,1
40.7,2703.73,33629.13,11758.98,0,0,1,0
37.8,1484.5900000000001,12278.86,4490.95,0,0,0,0
41.1,2337.95,49421.83,4632.13,0,0,1,0
38.4,7709.27,18145.65,9716.95,0,0,0,0
40.3,1723.92,82195.45,1568.14,1,0,1,0
36.1,15669.02,1934.33,15265.09,0,0,0,0
46.2,3902.5,23750.7,5527.2,0,0,1,0
44.3,1235.62,35232.93,2252.31,0,0,1,0
43.3,11780.42,16032.73,26889.96,0,0,0,1
40.5,1059.02,16881.58,1205.95,0,0,1,0
44.1,1569.85,75053.06,6116.89,0,0,1,0
38.5,12834.41,13661.64,28305.93,0,0,0,1
41.4,4038.32,30515.21,7453.94,1,0,1,0
43.3,5639.01,72085.81,14688.76,1,0,1,1
36.5,510.33,21812.18,1922.46,1,0,0,0
39.1,4416.9,6501.33,12894.24,0,0,0,1
39.8,2118.5299999999997,39506.74,3539.59,0,0,0,0
46.5,597.24,449.53,1024.99,1,0,1,1
40.1,713.06,885.39,1233.33,0,0,1,0
42.6,8999.06,14672.59,47111.9,0,0,1,0
34.5,2764.46,12602.93,5705.62,0,1,0,0
44.8,6955.73,40609.11,29492.32,0,0,1,0
40.0,2383.87,3961.77,3043.48,0,0,0,1
39.9,3787.06,8962.15,8356.78,0,0,0,0
43.6,3963.47,976.56,8910.72,0,0,1,0
44.0,4643.81,12345.38,9032.78,1,0,1,1
42.5,3648.21,28810.9,2685.61,0,0,1,0
39.9,7592.75,16621.41,7595.29,0,0,0,0
35.6,738.05,4087.02,421.5,0,0,0,0
40.2,3059.41,5163.52,8631.2,0,0,1,0
36.1,3084.4,4766.26,4140.06,1,0,0,0
47.3,2780.51,19293.52,10405.65,0,0,1,0
44.4,5164.71,42849.38,9449.83,0,0,1,0
43.1,1093.0,4.17,2680.45,0,0,1,0
39.7,2389.79,4020.57,7127.1,1,0,0,0
47.3,7808.37,98356.01,24973.68,0,1,1,1
38.6,1672.13,46957.48,2462.53,0,0,0,0
37.9,6638.04,11418.42,7039.94,0,0,0,1
48.9,5396.11,6543.89,19295.91,0,0,1,0
42.2,1711.39,3418.44,733.1,0,0,1,0
45.6,13960.69,43896.48,33285.33,0,0,1,0
42.7,5571.6,14092.09,12496.94,0,1,0,0
47.5,5401.82,3612.37,7509.03,0,0,1,0
36.5,1397.3200000000002,11745.31,4191.16,1,0,0,0
49.7,2226.59,48751.8,4270.86,0,0,1,0
38.4,7566.62,34158.72,14224.99,0,0,0,0
42.0,21938.11,57182.31,85081.5,0,0,1,1
41.7,1545.11,98067.51,3768.07,1,0,1,0
45.6,10775.58,145077.03,28049.89,0,0,1,0
35.8,6352.21,231.57,3504.34,0,0,0,0
42.5,17276.28,43703.85,36307.19,0,0,1,1
42.5,7106.45,3502.4,9839.78,0,0,1,0
39.2,4046.02,14457.4,2835.08,0,0,0,0
39.9,4894.02,9688.23,7056.13,1,0,0,0
36.1,846.39,10012.29,1560.4,1,0,0,0
44.0,2533.44,41277.76,8104.42,0,0,1,0
46.8,3391.69,4783.69,9869.04,0,0,1,1
32.8,968.4,68965.5,2061.44,0,0,0,0
39.9,1778.08,96348.35,1202.8,1,0,0,0
39.8,5038.85,57550.02,2407.62,0,0,0,0
43.9,4562.73,22229.99,12561.3,1,1,1,1
42.7,1465.63,138177.07,3929.18,0,0,1,0
42.6,5450.1,11417.52,28779.91,0,0,1,1
44.3,9627.6,17896.45,6585.69,0,0,1,1
48.1,2792.42,21302.6,4803.73,0,0,1,0
47.8,541.41,4794.45,1378.75,0,0,1,0
39.1,2443.67,3018.07,4793.1,0,1,0,0
47.6,1110.69,184.19,916.59,0,0,1,0
41.0,3991.15,22591.29,9572.11,0,0,0,0
45.3,2306.34,55139.18,2281.24,0,0,1,1
38.2,5083.47,90750.65,7033.19,0,0,0,0
42.7,657.06,22165.65,995.24,1,0,1,0
43.6,5513.49,89375.97,7294.44,0,0,1,0
46.8,10312.62,31129.46,15339.07,0,0,1,0
37.1,1451.1100000000001,33253.75,6246.32,0,0,0,0
41.6,9196.78,1925.07,14652.62,0,0,1,0
43.7,4342.84,82338.1,16399.87,0,1,1,0
46.1,541.45,14669.7,834.52,1,0,1,0
34.6,2367.8900000000003,41939.55,2124.23,0,0,0,0
41.5,3872.23,33369.33,11958.85,1,0,1,1
44.9,3288.77,3282.32,5617.84,0,0,0,1
40.7,10740.84,50836.94,26130.45,0,0,1,0
45.3,1139.19,95350.64,1455.28,0,0,1,0
41.2,1145.51,5234.4,3438.13,0,0,1,0
40.3,4662.06,56632.96,8667.76,0,0,1,1
43.5,8168.69,56206.4,19464.1,0,0,1,0
39.1,2191.8199999999997,27368.23,4554.82,1,0,0,0
37.6,3040.11,2691.44,4377.51,1,0,0,0
39.5,3075.58,43933.37,5039.13,0,0,0,0
43.4,9982.49,24684.06,20621.9,0,0,1,1
44.0,5799.9,5846.39,13840.37,0,0,0,0
46.2,2615.7,6681.77,2649.19,0,0,1,0
33.7,4566.76,12502.15,3311.77,1,0,0,0
41.6,1170.0,8215.5,240.94,0,0,1,0
39.4,8104.48,1376.02,6398.05,0,0,0,0
39.0,2976.95,28891.17,12050.91,0,1,0,1
45.0,8491.369999999999,13626.55,21030.4,0,0,0,0
43.9,2833.64,33057.86,8056.8,0,0,1,0
47.3,1820.98,778.64,2768.59,0,0,1,0
48.6,3658.29,42046.81,9568.17,0,0,1,0
41.6,1083.17,7793.58,4966.55,1,0,1,0
39.6,2591.19,20452.9,6997.18,0,0,0,0
40.7,5207.13,456.74,10844.42,0,0,1,0
37.6,9218.15,6733.31,6809.4,0,1,0,0
45.4,4869.27,77115.14,6988.94,0,0,1,0
39.9,6441.67,5061.2,4254.49,1,0,0,0
42.7,709.73,11705.11,1314.97,0,0,1,0
48.1,30685.23,28854.31,123515.06,0,1,0,1
45.7,3939.96,25594.67,10921.16,0,1,0,0
45.8,5335.03,149418.67,5236.3,0,0,0,0
43.0,3768.95,4429.24,6766.78,0,0,1,1
41.3,13988.7,141255.8,29655.06,0,1,1,0
41.0,16223.67,1795.35,32777.02,0,0,1,0
33.9,681.12,673.96,789.12,1,0,0,0
43.1,1227.48,12735.01,1461.99,0,0,1,0
45.6,2437.41,6428.96,10376.78,0,1,1,0
39.1,11163.57,10621.14,9030.21,0,0,0,0
47.9,2743.63,24619.0,8625.86,0,1,1,1
44.5,19301.67,38861.11,37241.46,0,0,0,0
42.3,7375.17,15683.95,20932.91,0,0,0,0
40.3,7521.65,27714.84,10113.91,0,0,1,0
36.9,3223.84,13424.6,4581.85,0,0,0,0
41.4,2573.03,93461.05,2127.76,0,0,1,0
40.1,3010.29,26047.6,8368.51,1,0,1,0
45.3,7926.01,12605.69,9731.43,0,0,1,1
40.0,8732.64,40174.86,17857.59,0,0,0,0
43.4,2420.1800000000003,72935.61,2608.72,1,0,1,1
41.5,6697.55,58545.43,10533.34,0,0,1,0
44.5,3098.76,2168.97,2673.41,0,0,1,0
46.0,9739.47,6282.1,25303.85,0,0,1,0
43.5,7257.19,61358.19,6314.67,0,0,1,0
44.8,10622.88,10905.2,14591.45,0,0,1,0
44.3,5150.26,695.84,10313.97,0,0,1,0
36.8,2611.61,20141.3,7196.6,0,0,0,1
40.9,2253.59,35319.74,8566.4,0,0,1,0
37.5,1959.25,2747.5,2339.01,1,0,0,0
43.9,3574.78,27824.0,9016.09,0,0,1,0
39.9,5981.69,4813.75,7553.72,0,0,0,1
40.6,5881.07,30020.96,4784.16,0,0,1,0
47.4,4354.719999999999,523.76,13838.23,1,0,1,1
42.3,937.35,53573.88,1824.58,1,0,1,0
48.0,8670.41,13349.2,28277.68,0,1,1,1
43.9,14843.27,843.73,27770.8,0,0,0,0
44.3,1724.67,15613.69,3860.69,0,0,1,0
44.7,14840.48,12717.89,22438.37,0,0,1,0
46.2,4624.45,49005.77,7532.56,0,0,1,1
36.3,3758.1,12576.73,5055.12,0,0,0,0
44.2,7372.03,9746.98,5177.82,0,0,1,0
38.2,3307.39,15349.9,5076.19,0,0,0,0
47.0,2101.46,142.23,4133.33,0,0,1,0
47.1,2944.63,82875.79,4555.81,0,0,1,1
45.6,3807.19,39036.7,4953.38,0,0,1,0
41.7,2539.99,57.0,3930.0,0,0,1,0
44.2,1153.12,1344.84,2530.45,0,0,1,1
48.0,1395.83,19357.72,2443.01,1,0,1,0
44.7,6967.16,7492.93,12141.98,0,0,1,1
43.4,783.81,871.31,1472.41,0,0,1,0
39.9,813.3399999999999,8310.21,3606.01,0,0,0,0
42.7,6596.32,39766.82,7218.03,0,0,1,0
40.2,10059.85,54705.99,17543.39,0,0,0,0
38.9,9166.51,32543.37,8491.55,0,0,0,0
45.6,4392.139999999999,110956.77,12737.92,0,0,1,0
35.9,1315.27,94197.93,1187.91,0,0,0,0
42.1,6622.96,3836.35,18306.23,0,0,1,0
43.0,2763.73,44742.93,3790.23,0,0,1,0
39.0,19960.25,4930.17,34928.06,0,0,0,0
45.3,1040.73,41564.37,3453.38,1,0,1,1
36.5,16340.8,7938.81,49222.88,0,0,0,0
47.5,10683.8,106797.76,15911.04,0,0,1,0
35.9,2131.27,96816.8,3226.92,0,0,0,0
42.6,6386.19,13270.47,29114.42,0,0,1,0
39.7,2197.51,3.28,1908.94,0,0,0,0
41.9,5014.46,42327.81,18435.15,0,0,1,0
46.1,2902.5,33031.11,4323.43,1,0,1,0
39.9,3118.36,24261.51,11346.72,0,0,0,0
49.7,4674.12,1965.56,8078.88,0,0,1,1
39.1,1706.58,15591.85,4255.61,0,0,0,0
47.0,4920.86,26271.46,8383.25,0,0,1,0
44.9,1534.17,58936.65,2714.75,1,0,1,0
46.0,2821.61,22994.72,3588.19,0,0,1,0
45.9,5346.02,93621.02,16085.0,0,0,0,0
38.7,1933.56,47074.49,2436.98,0,0,0,0
41.8,1250.04,8526.77,2358.33,0,0,1,0
39.8,11935.99,10091.05,36778.31,0,1,0,0
47.3,1332.6,158578.46,1619.97,1,0,1,0
47.0,1446.81,87742.97,2114.6,0,0,1,0
42.9,1676.86,28739.46,2957.72,1,0,1,0
49.7,11563.66,33146.65,40984.03,0,1,0,0
42.3,7027.61,30653.43,9272.97,0,0,1,0
42.4,2664.35,12520.06,2972.71,0,0,1,1
41.9,1192.47,6916.07,403.7,1,0,1,0
44.0,12627.58,874.44,9658.11,0,0,1,0
37.2,1447.22,5014.02,616.05,1,0,0,0
42.3,747.64,37607.5,814.72,1,0,1,0
41.7,2621.1,54.05,11264.87,0,0,1,0
37.1,12785.16,5354.52,31465.3,0,0,0,0
42.4,7013.53,14483.66,9576.29,0,0,0,0
38.2,10556.29,3356.45,39371.35,0,1,0,0
35.5,1535.64,9808.32,1858.25,1,0,0,0
39.9,1384.13,42570.05,2273.84,0,0,0,1
44.7,7635.77,4047.95,45157.47,0,0,0,0
35.0,3493.14,48171.96,5688.51,0,0,0,0
52.7,1849.28,475.99,7105.48,0,0,1,1
37.8,507.43,25950.34,1132.71,1,0,0,0
37.9,4392.35,98318.05,6677.4,0,0,0,0
47.3,1924.85,17933.08,8627.47,1,0,1,0
40.0,1681.0,61673.23,3714.32,1,0,0,0
46.9,7173.06,2236.88,15011.95,0,0,0,0
45.8,9097.89,5809.94,17738.23,0,0,1,1
38.7,3878.05,3671.22,7965.14,0,0,0,0
35.3,3088.35,15273.79,8257.03,0,0,0,0
45.6,2068.2,29522.47,6974.74,0,0,1,0
43.4,2919.06,106199.56,16332.89,0,0,1,0
38.1,543.89,66610.92,717.1,1,0,0,0
43.7,966.89,22262.0,1630.08,1,0,1,1
45.0,4318.8,5288.44,5318.91,1,0,1,1
45.2,8148.36,402.21,15091.75,0,0,0,0
38.5,3448.65,7662.44,5401.09,0,0,0,0
46.2,6856.65,5257.31,15013.13,0,0,1,0
44.0,6631.1,37735.66,13165.4,1,0,0,0
36.5,2959.77,20537.2,2941.7,0,0,0,0
36.3,4831.03,82519.57,6260.88,0,0,0,0
39.9,2246.84,123725.0,5773.9,0,0,0,0
43.7,731.27,9168.58,1339.53,1,0,1,0
35.8,2368.24,35855.65,3728.48,0,0,0,0
39.0,6806.72,5153.27,7834.52,0,0,0,0
40.0,6507.36,30235.39,8451.18,0,0,0,0
42.9,2930.0,35078.63,6412.0,0,0,1,0
47.6,2977.89,3065.75,3334.99,0,0,1,0
37.5,4322.45,8189.04,5873.79,0,0,0,0
37.5,7338.26,12874.78,9054.92,0,0,0,0
46.7,4397.32,63794.26,13204.44,1,0,1,0
42.0,3329.68,4656.43,10553.74,0,0,1,0
49.5,3454.4,5364.55,5306.19,0,0,1,0
42.3,7260.19,5091.46,20676.72,0,0,1,0
41.9,19471.0,42042.97,18457.8,0,0,0,1
39.0,2168.48,3224.13,5347.03,0,0,0,1
50.1,834.12,1010.8,1229.46,1,0,1,0
42.1,1197.49,56033.01,1558.58,1,0,1,0
41.4,13882.39,14624.65,38435.02,0,0,1,0
44.9,1108.94,14254.97,2939.91,0,0,1,1
38.6,1615.82,56510.48,2260.03,1,0,0,0
43.2,1631.0,1131.98,1923.23,1,0,1,0
45.3,10751.25,46172.85,69904.6,0,0,1,1
36.3,2367.75,64459.17,1725.13,0,0,0,0
41.4,4397.0,6870.13,11482.7,0,0,1,0
43.3,5358.22,31420.6,9793.84,0,0,1,0
43.0,1161.62,183723.2,1900.81,0,0,1,0
31.7,1581.45,127228.53,9045.97,0,0,0,0
37.6,6363.55,15546.04,9328.52,0,0,0,0
45.5,1086.27,9322.0,2798.62,1,1,1,0
43.1,8611.220000000001,20948.6,34561.05,0,0,0,0
38.6,3424.49,32091.52,14993.15,0,0,0,0
43.5,1811.71,1793.15,5494.74,1,0,1,0
49.1,5770.8,31747.03,19713.6,0,0,1,1
41.6,6129.11,37.13,13438.36,0,1,1,1
37.4,4717.11,4747.81,17929.4,0,0,0,0
33.0,5446.89,16268.24,13397.86,0,0,0,0
46.0,8913.36,24667.99,17273.51,0,0,1,1
41.4,10094.74,67450.81,23550.16,0,0,1,1
40.7,643.53,20662.63,1643.44,1,0,1,0
38.5,1347.9299999999998,118555.42,2809.16,0,0,0,0
46.5,3655.98,1341.19,9961.21,0,0,1,1
41.5,1870.26,120070.78,3925.34,0,0,1,0
43.0,807.78,15691.26,2016.15,1,0,1,1
44.9,4642.52,9401.99,13864.2,0,0,1,0
42.9,7738.58,18565.63,14626.16,0,0,1,1
41.9,715.4300000000001,4871.24,329.5,1,0,1,0
45.3,8072.55,30764.72,24585.02,0,0,1,1
42.0,1021.36,32883.14,1248.3,1,0,1,0
43.5,2318.13,56826.45,4431.86,0,0,1,0
37.9,4922.9,2336.06,4965.04,0,0,0,1
43.5,4776.54,5502.22,6760.44,1,0,1,0
39.8,4740.34,10474.29,2706.66,0,0,0,0
38.5,1531.17,25234.97,623.58,0,0,0,1
37.2,3167.55,3415.88,4852.05,0,0,0,0
39.6,3853.49,22307.84,11626.26,0,0,0,0
46.2,2715.63,6611.66,6439.36,0,0,1,0
43.7,1102.13,141051.49,2195.45,0,0,1,0
46.4,8156.06,0.25,9841.83,1,0,1,0
45.7,1777.06,1674.59,4295.98,0,0,1,0
43.8,2021.1,21099.42,2579.69,0,0,1,0
45.3,538.14,133.86,473.15,1,0,1,1
37.4,8637.720000000001,5013.89,19103.72,0,0,0,0
45.5,12653.86,11303.48,26201.46,0,0,0,1
45.7,586.53,881.01,394.44,1,0,1,0
45.8,7027.77,13571.93,22535.68,0,1,0,0
37.3,3267.36,2201.69,2723.65,1,0,0,1
47.2,6725.89,392.42,17319.69,0,0,0,0
46.5,985.0699999999999,45850.78,3446.82,1,0,1,1
46.4,5607.01,81668.29,5518.66,0,0,1,0
39.0,931.38,147267.67,1045.31,0,0,0,0
37.3,898.45,38181.36,312.56,0,0,0,0
47.7,4002.09,3009.1,10688.01,0,0,1,0
43.5,7305.33,46053.32,8568.28,0,0,1,1
43.5,2464.6099999999997,23124.83,3547.33,0,0,1,0
37.4,1188.94,59754.09,2447.6,1,0,0,0
42.7,2525.48,5000.58,3366.66,0,0,1,0
42.6,1551.4,55220.39,5018.26,1,0,1,0
41.6,2954.14,11883.87,8348.3,0,0,1,0
39.4,806.65,65960.61,638.25,0,0,0,0
31.8,4665.2,60765.68,13414.07,0,1,0,0
41.3,6777.59,1384.14,12307.22,0,0,1,0
43.3,855.19,930.04,1233.99,0,0,1,0
46.3,6587.19,1056.83,19696.3,0,0,1,0
43.1,672.89,118004.26,2030.47,1,0,1,0
46.3,6534.5,42960.71,34667.75,0,0,1,0
42.5,6457.66,4621.69,20600.76,0,0,0,0
39.9,4240.469999999999,7925.49,7734.93,0,0,0,0
51.2,6267.67,2040.72,15048.05,0,0,1,0
40.6,4839.94,7811.47,6940.5,0,0,1,0
43.8,5420.5,13120.61,17033.61,0,0,1,1
52.8,10076.37,2639.09,17725.63,0,0,1,0
