year,school_id,number_of_students,avg_score
2007,35034915,106,48.44
2005,35034964,126,45.63
2006,35034964,110,38.12
2007,35034964,79,48.62
2005,35035002,315,42.42
2006,35035002,252,39.32
2007,35035002,158,51.77
2005,35035014,198,43.65
2006,35035014,193,44.03
2007,35035014,160,47.86
2005,35035087,78,41.48
2006,35035087,67,36.55
2007,35035087,71,47.07
2005,35035117,92,38.44
2006,35035117,76,37.24
2007,35035117,89,45.07
2005,35035130,414,41.48
2006,35035130,339,40.7
2007,35035130,187,51.26
2005,35035154,178,40.76
2006,35035154,145,39.73
2007,35035154,164,44.56
2005,35035178,136,40.92
2006,35035178,143,40.51
2007,35035178,103,46.52
2005,35035191,129,44.49
2006,35035191,58,38.86
2007,35035191,15,57.86
2005,35035208,254,43.63
2006,35035208,200,42.55
2007,35035208,166,49.28
2005,35035212,82,35.8
2006,35035212,69,37.76
2007,35035212,49,42.69
2005,35035233,326,45.24
2006,35035233,242,40.27
2007,35035233,149,48.53
2005,35035270,54,38.56
2006,35035270,46,42.58
2007,35035270,58,44.25
2005,35035348,55,38.88
2006,35035348,53,39.04
2007,35035348,58,41.86
2005,35035359,123,43.01
2006,35035359,92,43.66
2007,35035359,42,54.42
2005,35035361,51,42.52
2006,35035361,43,44.25
2007,35035361,32,48.56
2005,35035373,112,45.45
2006,35035373,116,43.11
2007,35035373,114,50.83
2005,35035385,80,41.35
2006,35035385,97,40.54
2007,35035385,85,45.12
2005,35035397,169,45.74
2006,35035397,171,46.16
2007,35035397,138,51.93
2005,35035403,239,45.73
2006,35035403,206,39.68
2007,35035403,138,49.05
2005,35035427,68,41.58
2006,35035427,67,41.33
2007,35035427,47,45.63
2005,35035439,208,47.45
2006,35035439,217,42.63
2007,35035439,209,51.14
2005,35035476,76,39.48
2006,35035476,122,39.81
2007,35035476,82,45.98
2005,35035488,498,43.99
2006,35035488,406,41.28
2007,35035488,403,49.43
2005,35035497,45,46.36
2006,35035497,43,40.67
2007,35035497,41,54.33
2005,35035506,123,40.74
2006,35035506,118,40.36
2007,35035506,88,46.32
2005,35035518,343,47.68
2006,35035518,334,42.76
2007,35035518,284,53.42
2005,35035531,76,39.12
2006,35035531,88,40.42
2007,35035531,70,45.86
2005,35035592,54,40.65
2006,35035592,64,38.85
2007,35035592,69,43.24
2005,35035609,83,38.98
2006,35035609,71,38.15
2007,35035609,67,45.57
2005,35035610,177,39.5
2006,35035610,145,37.5
2007,35035610,135,46.66
2005,35035622,163,40.07
2006,35035622,177,42.05
2007,35035622,162,49.93
2005,35035661,139,41.23
2006,35035661,118,36.6
2007,35035661,127,44.81
2005,35035671,154,39.63
2006,35035671,113,39.65
2007,35035671,119,48.73
2005,35035725,52,43.24
2006,35035725,76,34.23
2007,35035725,74,50.32
2005,35035737,54,39.26
2006,35035737,93,39.17
2007,35035737,68,47.21
2005,35035853,98,39.2
2006,35035853,62,39.75
2007,35035853,55,44.53
2005,35035865,84,39.71
2006,35035865,77,36.3
2007,35035865,64,46.18
2005,35035920,163,43.85
2006,35035920,136,41.62
2007,35035920,115,50.38
2005,35035932,93,45.94
2006,35035932,96,38.99
2007,35035932,91,54.31
2005,35035956,103,43.19
2006,35035956,115,43.47
2007,35035956,104,51.8
2005,35035993,62,38.77
2006,35035993,60,43.57
2007,35035993,52,47.52
2005,35036006,147,44.95
2006,35036006,137,39.49
2007,35036006,100,50.93
2005,35036031,85,41.55
2006,35036031,77,40.89
2007,35036031,96,48.0
2005,35036043,42,31.87
2006,35036043,73,42.95
2007,35036043,71,44.76
2005,35036080,81,41.32
2006,35036080,79,37.32
2007,35036080,93,46.12
2005,35036109,84,41.72
2006,35036109,64,36.36
2007,35036109,53,41.46
2005,35036110,211,41.58
2006,35036110,155,40.84
2007,35036110,160,49.11
2005,35036161,95,41.83
2006,35036161,99,38.31
2007,35036161,47,46.01
2005,35036171,113,39.01
2006,35036171,69,40.41
2007,35036171,50,47.29
2005,35036183,110,45.3
2006,35036183,80,43.99
2007,35036183,54,50.07
2005,35036195,275,46.76
2006,35036195,248,42.85
2007,35036195,226,49.92
2005,35036213,122,39.2
2006,35036213,117,39.39
2007,35036213,130,47.06
2005,35036274,131,38.97
2006,35036274,117,38.33
2007,35036274,105,49.31
2005,35036286,291,38.88
2006,35036286,252,35.37
2007,35036286,249,47.16
2005,35036298,101,38.76
2006,35036298,38,36.73
2007,35036298,28,45.15
2005,35036341,327,45.42
2006,35036341,302,44.42
2007,35036341,204,50.99
2005,35036353,225,39.29
2006,35036353,196,40.63
2007,35036353,172,47.8
2005,35036365,108,38.12
2006,35036365,100,38.14
2007,35036365,97,48.31
2005,35036419,53,42.88
2006,35036419,41,32.33
2007,35036419,43,45.82
2005,35036456,153,39.25
2006,35036456,199,38.16
2007,35036456,148,50.26
2005,35036468,127,49.94
2006,35036468,166,47.12
2007,35036468,121,55.81
2005,35036663,72,42.27
2006,35036663,77,38.61
2007,35036663,66,50.56
2005,35036675,80,40.37
2006,35036675,63,39.3
2007,35036675,42,47.41
2005,35036687,154,42.02
2006,35036687,166,39.01
2007,35036687,99,48.84
2005,35036729,246,42.5
2006,35036729,124,40.54
2007,35036729,120,47.7
2005,35036730,267,45.15
2006,35036730,215,42.08
2007,35036730,217,52.24
2005,35036742,149,42.45
2006,35036742,83,36.88
2007,35036742,75,44.52
2005,35036754,278,38.09
2006,35036754,297,38.26
2007,35036754,243,49.15
2005,35036766,158,38.28
2006,35036766,125,35.41
2007,35036766,96,44.1
2005,35036785,297,42.3
2006,35036785,210,40.07
2007,35036785,136,48.89
2005,35036812,272,39.16
2006,35036812,236,36.38
2007,35036812,184,47.83
2005,35036821,406,44.78
2006,35036821,393,40.08
2007,35036821,374,49.26
2005,35036870,194,46.88
2006,35036870,216,40.42
2007,35036870,189,49.55
2005,35036894,136,36.01
2006,35036894,114,36.04
2007,35036894,98,44.17
2005,35036912,82,43.33
2006,35036912,63,42.45
2007,35036912,35,44.76
2005,35036959,264,42.11
2006,35036959,262,39.44
2007,35036959,256,48.81
2005,35036961,171,40.89
2006,35036961,118,37.21
2007,35036961,83,48.41
2005,35036973,109,41.16
2006,35036973,94,41.35
2007,35036973,70,47.92
2005,35037011,217,40.74
2006,35037011,158,40.12
2007,35037011,135,46.44
2005,35037023,301,40.56
2006,35037023,283,39.59
2007,35037023,199,47.44
2005,35037035,179,40.9
2006,35037035,132,38.97
2007,35037035,111,45.65
2005,35037072,128,39.29
2006,35037072,103,37.4
2007,35037072,94,45.36
2005,35037084,188,43.94
2006,35037084,188,45.6
2007,35037084,176,48.96
2005,35037096,305,41.31
2006,35037096,329,35.92
2007,35037096,260,44.73
2005,35037102,165,40.75
2006,35037102,168,40.36
2007,35037102,159,48.55
2005,35037114,120,41.87
2006,35037114,155,40.21
2007,35037114,120,49.95
2005,35037151,102,43.64
2006,35037151,92,42.8
2007,35037151,86,49.57
2005,35037175,49,40.41
2006,35037175,56,37.27
2007,35037175,39,49.86
2005,35037217,107,40.6
2006,35037217,109,37.46
2007,35037217,107,49.54
2005,35037230,133,37.09
2006,35037230,140,36.41
2007,35037230,124,44.04
2005,35037242,248,40.55
2006,35037242,254,39.38
2007,35037242,123,46.41
2005,35037254,109,40.64
2006,35037254,118,33.89
2007,35037254,137,48.74
2005,35037266,60,39.98
2006,35037266,77,36.73
2007,35037266,84,52.67
2005,35037285,149,42.08
2006,35037285,197,38.39
2007,35037285,162,50.8
2005,35037312,305,40.94
2006,35037312,298,37.25
2007,35037312,340,47.23
2005,35037321,272,42.79
2006,35037321,218,38.89
2007,35037321,148,47.31
2005,35037345,202,42.64
2006,35037345,151,38.24
2007,35037345,84,47.87
2005,35037357,180,41.52
2006,35037357,123,38.92
2007,35037357,126,46.12
2005,35037370,132,41.07
2006,35037370,180,41.71
2007,35037370,125,52.47
2005,35037382,174,41.24
2006,35037382,159,39.07
2007,35037382,87,47.94
2005,35037424,219,43.25
2006,35037424,238,41.08
2007,35037424,216,47.98
2005,35037436,158,39.93
2006,35037436,129,40.18
2007,35037436,81,50.98
2005,35037448,383,44.16
2006,35037448,284,39.98
2007,35037448,230,52.05
2005,35037459,225,43.79
2006,35037459,238,41.95
2007,35037459,238,50.02
2005,35037461,91,37.75
2006,35037461,80,40.55
2007,35037461,83,43.86
2005,35037473,309,39.87
2006,35037473,270,34.48
2007,35037473,217,45.1
2005,35037540,336,41.71
2006,35037540,260,38.55
2007,35037540,155,44.77
2005,35037552,54,44.74
2006,35037552,71,41.35
2007,35037552,37,47.53
2005,35037576,76,41.73
2006,35037576,61,38.5
2007,35037576,61,37.49
2005,35037618,170,36.74
2006,35037618,166,34.22
2007,35037618,155,45.18
2005,35037624,199,40.83
2006,35037624,159,41.65
2007,35037624,122,48.58
2005,35037655,88,40.99
2006,35037655,125,35.49
2007,35037655,89,43.55
2005,35037679,285,41.14
2006,35037679,269,38.75
2007,35037679,286,47.61
2005,35037692,254,44.01
2006,35037692,227,41.98
2007,35037692,214,52.39
2005,35037709,216,39.8
2006,35037709,190,38.99
2007,35037709,116,42.83
2005,35037710,76,40.79
2006,35037710,73,38.54
2007,35037710,85,50.93
2005,35037837,223,43.48
2006,35037837,241,40.58
2007,35037837,209,47.81
2005,35037849,29,41.8
2006,35037849,44,40.67
2007,35037849,34,51.24
2005,35037874,193,46.05
2006,35037874,195,41.04
2007,35037874,135,51.78
2005,35037898,73,42.33
2006,35037898,72,40.92
2007,35037898,68,49.54
2005,35037916,88,39.43
2006,35037916,103,38.21
2007,35037916,63,52.99
2005,35037936,227,44.49
2006,35037936,186,42.11
2007,35037936,181,48.54
2005,35037965,37,40.76
2006,35037965,37,42.79
2007,35037965,70,50.34
2005,35037977,71,33.77
2006,35037977,98,34.05
2007,35037977,79,43.58
2005,35037989,74,43.34
2006,35037989,72,37.7
2007,35037989,34,44.06
2005,35038027,63,40.74
2006,35038027,67,42.76
2007,35038027,62,56.17
2005,35038064,206,45.83
2006,35038064,188,41.0
2007,35038064,188,50.95
2005,35038076,63,46.12
2006,35038076,52,42.11
2007,35038076,46,50.31
2005,35038097,258,42.66
2006,35038097,217,38.53
2007,35038097,207,51.1
2005,35038131,143,40.25
2006,35038131,117,43.1
2007,35038131,103,48.06
2005,35038143,226,49.45
2006,35038143,249,43.2
2007,35038143,164,53.02
2005,35038167,290,48.68
2006,35038167,315,45.56
2007,35038167,336,55.51
2005,35038210,149,40.79
2006,35038210,117,39.2
2007,35038210,136,45.97
2005,35038234,270,41.3
2006,35038234,236,38.69
2007,35038234,233,48.52
2005,35038258,193,39.51
2006,35038258,188,37.68
2007,35038258,176,47.55
2005,35038261,62,41.15
2006,35038261,29,43.94
2007,35038261,33,45.49
2005,35038271,185,43.29
2006,35038271,201,38.14
2007,35038271,154,44.89
2005,35038283,54,41.67
2006,35038283,42,39.0
2007,35038283,23,43.11
2005,35038295,457,42.64
2006,35038295,460,40.15
2007,35038295,451,53.34
2005,35038301,352,40.84
2006,35038301,322,37.11
2007,35038301,296,47.06
2005,35038313,198,40.36
2006,35038313,154,37.41
2007,35038313,115,44.76
2005,35038337,129,38.86
2006,35038337,104,36.88
2007,35038337,121,46.09
2005,35038349,245,42.44
2006,35038349,241,40.2
2007,35038349,219,45.96
2005,35038362,252,41.22
2006,35038362,206,38.6
2007,35038362,137,47.05
2005,35038374,220,40.84
2006,35038374,227,41.02
2007,35038374,197,48.95
2005,35038386,62,42.38
2006,35038386,36,38.11
2007,35038386,54,49.45
2005,35038398,50,48.0
2006,35038398,67,45.82
2007,35038398,56,52.39
2005,35038428,67,35.19
2006,35038428,43,34.13
2007,35038428,39,43.63
2005,35038453,351,44.36
2006,35038453,356,42.34
2007,35038453,308,53.39
2005,35038477,30,39.27
2006,35038477,35,43.95
2007,35038477,27,44.19
2005,35038544,348,39.36
2006,35038544,284,37.99
2007,35038544,252,48.58
2005,35038568,146,39.09
2006,35038568,91,38.49
2007,35038568,67,52.07
2005,35038581,151,40.57
2006,35038581,92,37.36
2007,35038581,55,48.94
2005,35038600,81,39.3
2006,35038600,44,36.79
2007,35038600,33,40.61
2005,35038647,110,39.33
2006,35038647,153,37.05
2007,35038647,141,48.78
2005,35038684,109,41.38
2006,35038684,100,37.22
2007,35038684,81,42.73
2005,35038726,238,39.26
2006,35038726,219,38.11
2007,35038726,168,40.78
2005,35038738,209,39.55
2006,35038738,121,36.76
2007,35038738,128,47.42
2005,35038763,81,44.99
2006,35038763,107,35.6
2007,35038763,75,47.12
2005,35038775,373,45.11
2006,35038775,367,41.22
2007,35038775,311,51.07
2005,35038805,106,42.4
2006,35038805,109,38.1
2007,35038805,108,44.88
2005,35038830,181,42.89
2006,35038830,140,40.7
2007,35038830,149,49.98
2005,35038842,120,42.59
2006,35038842,109,40.47
2007,35038842,111,50.56
2005,35038885,58,39.11
2006,35038885,32,40.56
2007,35038885,60,45.06
2005,35038908,249,39.7
2006,35038908,231,38.9
2007,35038908,172,48.28
2005,35038921,57,42.26
2006,35038921,50,39.21
2007,35038921,34,44.99
2005,35038945,58,41.52
2006,35038945,57,38.26
2007,35038945,76,48.18
2005,35039007,176,44.6
2006,35039007,174,40.31
2007,35039007,133,51.24
2005,35039123,401,43.26
2006,35039123,313,40.8
2007,35039123,366,47.61
2005,35039159,259,39.61
2006,35039159,233,36.77
2007,35039159,114,50.84
2005,35039172,38,36.65
2006,35039172,69,35.97
2007,35039172,42,44.01
2005,35039248,161,42.69
2006,35039248,151,39.91
2007,35039248,127,49.42
2005,35039251,150,40.15
2006,35039251,163,31.54
2007,35039251,139,48.1
2005,35039263,187,39.99
2006,35039263,134,37.7
2007,35039263,124,47.22
2005,35039287,322,44.46
2006,35039287,303,39.72
2007,35039287,284,50.25
2005,35039299,301,45.85
2006,35039299,206,42.13
2007,35039299,211,50.67
2005,35039317,111,38.74
2006,35039317,83,35.72
2007,35039317,74,46.78
2005,35039329,237,40.7
2006,35039329,228,39.42
2007,35039329,139,47.66
2005,35039330,236,46.11
2006,35039330,256,41.47
2007,35039330,195,51.0
2005,35039366,209,42.75
2006,35039366,125,42.29
2007,35039366,77,49.38
2005,35039385,68,35.41
2006,35039385,49,40.01
2007,35039385,56,42.6
2005,35039445,64,41.37
2006,35039445,58,36.6
2007,35039445,44,45.74
2005,35039548,160,47.18
2006,35039548,129,42.73
2007,35039548,148,54.86
2005,35039559,41,37.64
2006,35039559,39,40.23
2007,35039559,36,46.19
2005,35039597,61,47.4
2006,35039597,59,41.03
2007,35039597,34,46.74
2005,35039639,156,41.75
2006,35039639,165,38.86
2007,35039639,128,49.22
2005,35039640,36,40.05
2006,35039640,61,44.29
2007,35039640,62,50.87
2005,35039664,119,42.6
2006,35039664,62,44.41
2007,35039664,64,52.06
2005,35039676,69,40.61
2006,35039676,59,36.68
2007,35039676,59,51.79
2005,35039697,101,37.8
2006,35039697,82,33.7
2007,35039697,67,46.72
2005,35039755,70,41.76
2006,35039755,71,39.4
2007,35039755,69,49.75
2005,35039809,218,44.07
2006,35039809,212,41.76
2007,35039809,140,49.65
2005,35039810,90,48.74
2006,35039810,68,39.87
2007,35039810,90,50.45
2005,35039822,143,42.64
2006,35039822,134,36.86
2007,35039822,129,49.65
2005,35039834,98,45.45
2006,35039834,110,39.06
2007,35039834,113,47.3
2005,35039846,203,43.31
2006,35039846,191,44.99
2007,35039846,163,52.32
2005,35039858,153,42.8
2006,35039858,158,39.56
2007,35039858,129,49.29
2005,35039861,62,42.51
2006,35039861,69,45.33
2007,35039861,42,47.75
2005,35039895,99,43.13
2006,35039895,79,36.66
2007,35039895,68,45.19
2005,35039901,198,44.56
2006,35039901,203,40.76
2007,35039901,161,50.86
2005,35039913,75,40.38
2006,35039913,103,37.82
2007,35039913,92,47.5
2005,35039962,186,44.03
2006,35039962,140,45.96
2007,35039962,130,51.64
2005,35040034,83,30.77
2006,35040034,93,35.36
2007,35040034,79,46.57
2005,35040289,53,45.18
2006,35040289,48,39.11
2007,35040289,32,45.01
2005,35040332,139,39.52
2006,35040332,142,40.87
2007,35040332,124,44.72
2005,35040400,35,46.39
2006,35040400,28,42.2
2007,35040400,39,53.66
2005,35040435,133,37.0
2006,35040435,130,40.46
2007,35040435,136,44.62
2005,35040459,181,47.5
2006,35040459,132,44.67
2007,35040459,133,52.17
2005,35040514,203,43.07
2006,35040514,135,41.34
2007,35040514,127,45.5
2005,35040548,132,37.19
2006,35040548,130,38.93
2007,35040548,90,53.16
2005,35040551,192,42.15
2006,35040551,168,36.33
2007,35040551,126,46.3
2005,35040587,157,38.58
2006,35040587,266,41.45
2007,35040587,207,48.54
2005,35040605,146,40.5
2006,35040605,151,38.68
2007,35040605,121,45.13
2005,35040617,195,42.13
2006,35040617,178,39.44
2007,35040617,131,51.26
2005,35040629,151,37.78
2006,35040629,139,34.54
2007,35040629,106,47.07
2005,35040666,170,39.95
2006,35040666,120,37.36
2007,35040666,119,52.8
2005,35040678,46,40.9
2006,35040678,38,37.76
2007,35040678,39,54.42
2005,35040685,149,41.46
2006,35040685,119,43.8
2007,35040685,97,51.51
2005,35040691,214,42.2
2006,35040691,214,38.51
2007,35040691,188,48.98
2005,35040745,27,40.96
2006,35040745,34,39.16
2007,35040745,25,46.78
2005,35040757,187,37.79
2006,35040757,204,38.86
2007,35040757,146,44.79
2005,35040770,267,41.27
2006,35040770,255,40.03
2007,35040770,199,47.41
2005,35040800,210,38.7
2006,35040800,163,31.93
2007,35040800,118,46.21
2005,35040824,162,38.7
2006,35040824,129,35.5
2007,35040824,129,43.87
2005,35040848,56,39.79
2006,35040848,42,44.84
2007,35040848,27,47.17
2005,35040859,51,39.8
2006,35040859,46,40.98
2007,35040859,53,41.3
2005,35040873,47,41.3
2006,35040873,58,43.12
2007,35040873,73,51.8
2005,35040885,147,48.7
2006,35040885,145,45.88
2007,35040885,145,52.76
2005,35040939,145,41.73
2006,35040939,141,37.54
2007,35040939,122,50.34
2005,35040964,113,37.48
2006,35040964,113,40.23
2007,35040964,121,48.16
2005,35040976,219,43.59
2006,35040976,138,40.71
2007,35040976,128,48.58
2005,35040988,176,43.08
2006,35040988,117,40.25
2007,35040988,49,47.29
2005,35040997,371,38.65
2006,35040997,424,36.59
2007,35040997,307,46.38
2005,35041002,188,40.99
2006,35041002,164,38.91
2007,35041002,146,45.99
2005,35041026,185,40.74
2006,35041026,227,36.3
2007,35041026,173,44.93
2005,35041038,213,42.22
2006,35041038,241,40.38
2007,35041038,203,50.15
2005,35041048,235,38.14
2006,35041048,165,39.82
2007,35041048,134,50.44
2005,35041051,289,44.14
2006,35041051,231,40.91
2007,35041051,194,47.77
2005,35041063,377,43.61
2006,35041063,490,40.34
2007,35041063,422,50.52
2005,35041075,94,41.98
2006,35041075,78,39.21
2007,35041075,58,47.46
2005,35041099,170,42.9
2006,35041099,126,37.6
2007,35041099,77,52.62
2005,35041105,109,40.11
2006,35041105,64,36.87
2007,35041105,34,44.06
2005,35041130,83,39.09
2006,35041130,85,39.82
2007,35041130,52,45.4
2005,35041166,227,38.34
2006,35041166,151,39.19
2007,35041166,122,45.95
2005,35041178,176,41.19
2006,35041178,145,41.07
2007,35041178,126,47.99
2005,35041185,91,38.98
2006,35041185,68,31.52
2007,35041185,19,47.64
2005,35041208,112,36.28
2006,35041208,133,33.4
2007,35041208,121,45.89
2005,35041233,26,41.1
2006,35041233,17,43.76
2007,35041233,10,47.59
2005,35041257,44,39.29
2006,35041257,30,38.91
2007,35041257,23,47.36
2005,35041269,260,41.29
2006,35041269,225,42.24
2007,35041269,241,49.16
2005,35041270,92,44.53
2006,35041270,110,41.5
2007,35041270,94,54.25
2005,35041282,42,43.66
2006,35041282,58,41.41
2007,35041282,55,47.13
2005,35041294,69,40.12
2006,35041294,63,36.31
2007,35041294,32,42.19
2005,35041348,285,42.3
2006,35041348,300,36.14
2007,35041348,266,50.05
2005,35041373,115,39.84
2006,35041373,121,37.23
2007,35041373,106,47.31
2005,35041415,233,47.27
2006,35041415,207,41.93
2007,35041415,149,53.08
2005,35041439,60,39.35
2006,35041439,45,37.65
2007,35041439,46,45.97
2005,35041531,135,44.18
2006,35041531,146,40.3
2007,35041531,131,49.45
2005,35041609,153,41.61
2006,35041609,169,39.44
2007,35041609,128,46.89
2005,35041634,161,45.09
2006,35041634,189,39.57
2007,35041634,146,50.37
2005,35041713,217,42.07
2006,35041713,186,35.02
2007,35041713,144,46.8
2005,35041725,237,41.5
2006,35041725,129,40.73
2007,35041725,129,44.7
2005,35041737,352,40.69
2006,35041737,272,37.81
2007,35041737,240,46.75
2005,35041750,213,42.09
2006,35041750,203,42.11
2007,35041750,169,44.16
2005,35041762,186,41.89
2006,35041762,212,39.65
2007,35041762,203,49.78
2005,35041774,114,40.25
2006,35041774,85,39.67
2007,35041774,49,45.92
2005,35041786,82,38.18
2006,35041786,77,32.85
2007,35041786,47,42.3
2005,35041798,111,40.47
2006,35041798,112,38.67
2007,35041798,77,48.73
2005,35041804,367,40.76
2006,35041804,257,33.88
2007,35041804,180,49.66
2005,35041836,88,43.19
2006,35041836,81,37.98
2007,35041836,63,43.91
2005,35041853,172,40.56
2006,35041853,181,38.12
2007,35041853,133,44.09
2005,35041919,154,36.72
2006,35041919,182,35.94
2007,35041919,210,45.24
2005,35041932,162,42.03
2006,35041932,135,41.55
2007,35041932,106,46.59
2005,35041944,152,44.14
2006,35041944,143,40.79
2007,35041944,105,52.76
2005,35041973,267,42.47
2006,35041973,162,40.59
2007,35041973,155,53.85
2005,35041981,129,40.99
2006,35041981,109,37.75
2007,35041981,75,47.72
2005,35041993,123,40.12
2006,35041993,58,41.66
2007,35041993,69,49.27
2005,35042006,71,45.6
2006,35042006,52,42.9
2007,35042006,34,50.53
2005,35042031,183,41.94
2006,35042031,169,42.0
2007,35042031,158,51.41
2005,35042043,149,38.07
2006,35042043,85,39.58
2007,35042043,80,48.26
2005,35042055,272,39.87
2006,35042055,179,37.21
2007,35042055,177,47.92
2005,35042092,78,41.44
2006,35042092,78,38.16
2007,35042092,61,49.85
2005,35042146,71,35.93
2006,35042146,69,34.54
2007,35042146,37,43.25
2005,35042161,380,45.18
2006,35042161,350,40.98
2007,35042161,322,51.16
2005,35042171,36,42.5
2006,35042171,62,37.34
2007,35042171,37,49.69
2005,35042195,36,43.41
2006,35042195,44,41.04
2007,35042195,64,45.46
2005,35042250,143,38.45
2006,35042250,125,41.7
2007,35042250,78,51.95
2005,35042274,82,43.52
2006,35042274,73,44.79
2007,35042274,54,48.82
2005,35042286,95,41.4
2006,35042286,71,38.63
2007,35042286,64,49.19
2005,35042304,411,41.57
2006,35042304,329,40.52
2007,35042304,283,50.84
2005,35042316,107,45.47
2006,35042316,91,39.54
2007,35042316,95,51.63
2005,35042328,225,46.14
2006,35042328,203,42.39
2007,35042328,149,51.94
2005,35042341,130,41.89
2006,35042341,97,44.73
2007,35042341,77,53.17
2005,35042389,142,46.22
2006,35042389,138,44.8
2007,35042389,96,60.26
2005,35042473,97,42.65
2006,35042473,54,45.39
2007,35042473,75,48.86
2005,35042500,166,42.45
2006,35042500,165,41.82
2007,35042500,140,50.66
2005,35042523,73,41.57
2006,35042523,64,39.88
2007,35042523,54,46.93
2005,35042559,143,46.04
2006,35042559,138,42.39
2007,35042559,105,50.31
2005,35042572,98,48.48
2006,35042572,80,41.06
2007,35042572,71,49.52
2005,35042584,115,44.57
2006,35042584,71,42.96
2007,35042584,56,49.39
2005,35042626,244,45.77
2006,35042626,202,46.0
2007,35042626,146,56.2
2005,35042651,73,46.44
2006,35042651,35,44.94
2007,35042651,59,51.03
2005,35042778,67,47.13
2006,35042778,80,45.1
2007,35042778,47,48.58
2005,35042894,72,40.51
2006,35042894,68,41.4
2007,35042894,75,48.71
2005,35042936,223,43.32
2006,35042936,181,41.96
2007,35042936,146,50.06
2005,35042959,223,41.21
2006,35042959,273,39.67
2007,35042959,166,49.0
2005,35043023,35,45.51
2006,35043023,62,43.67
2007,35043023,79,54.32
2005,35043059,264,44.84
2006,35043059,214,42.12
2007,35043059,179,45.71
2005,35043102,145,45.6
2006,35043102,144,43.9
2007,35043102,139,52.38
2005,35043114,21,40.74
2006,35043114,17,42.06
2007,35043114,17,50.7
2005,35043138,96,39.81
2006,35043138,82,32.63
2007,35043138,77,44.94
2005,35043148,31,36.66
2006,35043148,25,38.54
2007,35043148,27,42.41
2005,35043151,184,42.36
2006,35043151,156,39.96
2007,35043151,125,44.14
2005,35043230,189,41.7
2006,35043230,180,39.07
2007,35043230,142,46.5
2005,35043242,251,43.25
2006,35043242,237,38.25
2007,35043242,175,48.26
2005,35043254,116,41.14
2006,35043254,134,38.77
2007,35043254,114,46.02
2005,35043278,44,40.31
2006,35043278,48,39.45
2007,35043278,37,45.72
2005,35043291,45,36.36
2006,35043291,49,39.12
2007,35043291,39,39.93
2005,35043312,91,32.92
2006,35043312,81,36.09
2007,35043312,78,49.5
2005,35043333,141,43.13
2006,35043333,121,40.42
2007,35043333,122,46.83
2005,35043345,292,38.4
2006,35043345,308,35.7
2007,35043345,246,44.96
2005,35043357,142,41.11
2006,35043357,133,39.72
2007,35043357,97,46.03
2005,35043497,233,42.41
2006,35043497,195,41.17
2007,35043497,124,48.75
2005,35043552,196,43.65
2006,35043552,156,42.25
2007,35043552,131,50.07
2005,35043597,140,43.91
2006,35043597,138,42.57
2007,35043597,145,50.68
2005,35043655,78,46.87
2006,35043655,66,40.2
2007,35043655,41,49.67
2005,35043734,273,38.06
2006,35043734,198,36.46
2007,35043734,171,47.07
2005,35043746,198,43.85
2006,35043746,217,42.43
2007,35043746,220,48.76
2005,35043862,59,41.12
2006,35043862,75,38.9
2007,35043862,54,41.51
2005,35043928,168,38.86
2006,35043928,172,34.57
2007,35043928,115,49.07
2005,35043936,158,40.81
2006,35043936,133,39.6
2007,35043936,118,49.04
2005,35043953,199,37.48
2006,35043953,183,37.18
2007,35043953,109,41.78
2005,35043977,160,44.47
2006,35043977,118,42.45
2007,35043977,82,48.6
2005,35043989,179,41.26
2006,35043989,162,37.12
2007,35043989,131,45.81
2005,35043990,84,38.27
2006,35043990,78,38.79
2007,35043990,76,45.09
2005,35044076,67,43.61
2006,35044076,58,43.01
2007,35044076,60,49.62
2005,35044097,111,40.6
2006,35044097,129,33.38
2007,35044097,110,48.63
2005,35044167,221,41.96
2006,35044167,151,41.4
2007,35044167,138,50.5
2005,35044180,144,39.85
2006,35044180,149,37.69
2007,35044180,145,50.93
2005,35044261,68,36.25
2006,35044261,73,39.15
2007,35044261,64,45.73
2005,35044283,251,42.32
2006,35044283,181,40.43
2007,35044283,124,49.7
2005,35044295,210,41.15
2006,35044295,146,40.19
2007,35044295,167,50.58
2005,35044301,179,39.47
2006,35044301,195,37.99
2007,35044301,121,47.68
2005,35044313,233,41.86
2006,35044313,189,40.83
2007,35044313,199,46.19
2005,35044337,202,41.98
2006,35044337,157,34.7
2007,35044337,110,50.6
2005,35044349,326,41.09
2006,35044349,287,39.03
2007,35044349,300,48.6
2005,35044386,203,39.65
2006,35044386,109,36.47
2007,35044386,83,48.53
2005,35044398,176,43.65
2006,35044398,214,36.14
2007,35044398,118,45.29
2005,35044404,178,39.82
2006,35044404,117,42.14
2007,35044404,102,48.2
2005,35044436,41,42.15
2006,35044436,29,40.19
2007,35044436,45,46.61
2005,35044441,171,41.76
2006,35044441,209,39.12
2007,35044441,163,45.67
2005,35044453,184,38.4
2006,35044453,156,37.65
2007,35044453,127,46.58
2005,35044568,155,42.11
2006,35044568,131,38.49
2007,35044568,108,47.95
2005,35044623,162,41.05
2006,35044623,123,40.89
2007,35044623,107,52.58
2005,35044635,156,43.66
2006,35044635,164,39.8
2007,35044635,99,47.05
2005,35044647,85,40.82
2006,35044647,116,39.07
2007,35044647,142,48.53
2005,35044659,213,43.19
2006,35044659,180,37.69
2007,35044659,126,49.66
